date,price,open,high,low,vol.,change %,RSI_14,StochRSI,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,ATR_14,DI_Plus,DI_Minus,ADX_14,CCI_20,Williams_%R,OBV,RSI_Oversold,RSI_Overbought,MACD_Bullish,Above_SMA200,Trend_Bullish,Market_Regime,Return_5D
2023-06-05,5.37266,"5,233.23",5.37458,5.20448,3990000000.0,5.04%,79.37320093568201,1.0,4.695778,4.8155348,4.569624,4.799034269770155,4.821875851663087,0.08263987889170288,-0.014506724982546522,0.0971466038742494,5.214333096305702,4.695778,4.177222903694298,0.15335785714285713,48.354222849451105,60.59636424609106,29.855348781983622,170.14533725101384,-0.19783820544262634,782891210000.0,False,True,False,True,False,Bear,0.04026310989342341
2023-06-06,5.3888,"5,372.37",5.43989,5.31451,3470000000.0,0.30%,78.31543885758835,0.9722808407345855,4.737121,4.822070999999999,4.58146795,4.85520243455395,4.844108171205711,0.11788414331389419,0.011971448676741622,0.10591269463715257,5.336322943253209,4.737121,4.137919056746791,0.14919071428571426,52.83170630113903,64.23130508888431,27.33872144724776,150.92830163028674,-4.932419385981879,786361210000.0,False,True,False,True,False,Bear,0.007469195368171144
2023-06-07,5.56118,"5,515.87",5.60884,5.51587,5140000000.0,3.20%,79.7559975123391,1.0,4.78837,4.832655,4.59417285,4.92243839316786,4.872228635079997,0.1579048730655952,0.04115813355451234,0.11674673951108286,5.482954902770541,4.78837,4.093785097229458,0.15839714285714285,53.26935911542417,60.83894009632206,24.901944929632993,153.87093587364572,-3.9560074704295163,791501210000.0,False,True,False,True,False,Bear,-0.03603731582146241
2023-06-08,5.554,"5,549.81",5.59359,5.45876,3580000000.0,-0.13%,88.72369709057992,1.0,4.841346,4.8437790000000005,4.6066304,4.982587117628063,4.898964767037644,0.18688789639737813,0.0703040861230855,0.11658381027429263,5.600198003081128,4.841346,4.082493996918871,0.1529642857142857,54.26990427270604,60.49591407891664,22.26835891983608,126.27508540358232,-4.551981738949953,787921210000.0,False,True,False,True,False,Bear,-0.010536550234065634
2023-06-09,5.62649,"5,603.48",5.63923,5.53501,3370000000.0,1.31%,91.56874265569921,1.0,4.88027,4.860079799999999,4.61915525,5.043911201663486,4.927495168330286,0.21324829477529939,0.09889292785352828,0.1143553669217711,5.71647985260407,4.88027,4.044060147395931,0.15032857142857145,57.39000285089804,61.69200798251445,19.678698111545465,118.46608946514482,-1.031462020499698,791291210000.0,False,True,False,True,False,Bear,-0.026839112839443513
2023-06-12,5.58898,"5,673.76",5.73019,5.58898,3340000000.0,-0.67%,89.13586815741021,0.9443493657732971,4.9199385,4.8729958,4.63179865,5.095822515790774,4.953435749964393,0.22847859783748614,0.12481006185031986,0.10366853598716629,5.812604950255251,4.9199385,4.027272049744749,0.1559271428571429,59.496193277079946,60.99506179626013,17.028988418068078,108.82804235891186,-10.648518211296285,787951210000.0,False,True,False,True,False,Bear,-0.05719648307920233
2023-06-13,5.42905,"5,568.10",5.59519,5.3928,3280000000.0,-2.86%,82.55406062570921,0.7930032552283792,4.9663305,4.8836554,4.64326005,5.127558466667843,4.972087289181475,0.22504947803905662,0.1448579450880672,0.08019153295098941,5.863797135489211,4.9663305,4.068863864510789,0.1626728571428571,55.93961588112866,66.18805490423374,15.346153982637674,75.73018501871907,-22.70869466857704,784671210000.0,False,True,False,True,False,Bear,-0.03268343448669653
2023-06-14,5.36077,"5,437.14",5.49089,5.32201,3560000000.0,-1.26%,79.01409677379218,0.6663227281286895,5.0048835,4.8946122,4.6543334000000005,5.149769088889953,4.987329748429261,0.21435134169511194,0.15875662440947616,0.05559471728563578,5.900473051262959,5.0048835,4.109293948737041,0.1699235714285714,53.55264761888749,65.83127708675752,13.897171991237569,57.58462230336026,-28.56457998267975,781111210000.0,False,True,False,True,False,Bear,-0.03244683133206605
2023-06-15,5.49548,"5,397.75",5.49548,5.37825,2790000000.0,2.51%,78.77684037018162,0.6600169294438488,5.0465735,4.9077326,4.665986,5.182693937567101,5.007257209275172,0.21427295747469888,0.16985989102252072,0.04441306645217816,5.952462795195268,5.0465735,4.140684204804732,0.16688142857142857,48.99714938750352,68.03376220926754,13.561673162747587,60.9432742500796,-21.184551370574,783901210000.0,False,True,False,True,False,Bear,-0.012231870555438284
2023-06-16,5.47548,"5,518.51",5.56611,5.46701,2960000000.0,-0.36%,74.8635340461452,0.5560091071218328,5.095261,4.91756,4.67750735,5.210578324465472,5.025618887342813,0.21017424667551854,0.17792276215312028,0.03225148452239826,5.982327735170362,5.095261,4.208194264829638,0.158295,46.05686489510997,67.36563288254756,13.386794017559314,61.4220952633882,-28.319676232196674,780941210000.0,False,True,False,True,False,Bear,0.019590976498863988
2023-06-19,5.26931,"5,485.47",5.48547,5.26908,2640000000.0,-3.77%,61.0022284045454,0.18760344322899628,5.1354169999999995,4.9245488,4.688140199999999,5.216171817373523,5.035175401564664,0.188121248224018,0.17996245936729982,0.008158788856718169,5.973965590651045,5.1354169999999995,4.296868409348954,0.1591657142857143,38.051087815035544,66.52186400516987,14.095200421203097,32.28539449028394,-53.45147522731495,778301210000.0,False,False,False,True,False,Bear,0.08797166991503635
2023-06-20,5.25161,"5,265.04",5.3155,5.20033,2770000000.0,-0.34%,63.04139489644123,0.24180039297234,5.174449,4.9313248,4.69828455,5.219546882385568,5.043663032875854,0.16728746028367958,0.1774274595505758,-0.01013999926689621,5.953323872274772,5.174449,4.3955741277252285,0.15921357142857145,37.604924203338726,67.91865374003473,14.920075059482272,13.581456510635041,-59.70607315734316,775531210000.0,False,False,False,True,False,Bear,0.09663703131039791
2023-06-21,5.18683,"5,280.54",5.32936,5.1696,2280000000.0,-1.23%,58.165783056260885,0.0,5.2125445,4.9365686,4.70742685,5.216430988825038,5.049277423743467,0.14389064682291597,0.17072009700504384,-0.026829450182127873,5.907019393114694,5.2125445,4.518069606885306,0.16204214285714297,36.4741976293645,65.41287760238738,14.546821663862477,2.6792737524083323,-80.04242531377065,773251210000.0,False,False,False,True,False,Bear,0.15972376191238213
2023-06-22,5.42826,"5,200.23",5.43461,5.15281,3800000000.0,4.65%,60.610001422388386,0.07317370662474473,5.262558,4.9432876,4.71761125,5.23660518036551,5.064139485557448,0.14317940383430727,0.16521195837089653,-0.022032554536589255,5.855833200427205,5.262558,4.6692827995727955,0.16882071428571446,33.555039369745565,58.30445654519375,14.494124782372339,17.30137629223425,-52.29311718452321,777051210000.0,False,False,False,True,False,Bear,0.10604503100441032
2023-06-23,5.58275,"5,509.76",5.59399,5.47893,3400000000.0,2.85%,57.64970615865247,0.0,5.3126619999999996,4.9524576,4.7285109499999995,5.269571353664033,5.08447715279049,0.15331447666278475,0.16283246202927418,-0.009517985366489429,5.827541016414074,5.3126619999999996,4.797782983585925,0.16211500000000015,31.924868149153347,68.33817263758974,16.285650335953342,62.109262079599894,-25.53604212130664,780451210000.0,False,False,False,True,False,Bear,0.09386234382696701
2023-06-26,5.73286,"5,644.33",5.74966,5.63206,2820000000.0,2.69%,61.414182966639224,0.11098419049475412,5.360877,4.9641926000000005,4.7399882,5.313694081886506,5.109903931112432,0.17148247415902418,0.16456246445522418,0.006920009703799995,5.840625301467589,5.360877,4.881128698532412,0.16508142857142877,35.26095346885084,68.97505127339753,17.900364758185127,98.03389658860476,-2.814777582307245,783271210000.0,False,False,True,True,False,Bear,0.0712175074918977
2023-06-27,5.75911,"5,725.06",5.76658,5.69286,1230000000.0,0.46%,57.2713312711696,0.0,5.401265,4.9766638,4.75117685,5.356114645516363,5.135362992637434,0.1858564610958604,0.16882126378335144,0.017035197312508965,5.8717643770969286,5.401265,4.930765622903072,0.15463000000000024,30.621483541356763,67.14415055293279,20.094913752786287,100.24591828648722,-1.2170682829073636,784501210000.0,False,False,False,True,False,Bear,0.07431356581138426
2023-07-03,6.01529,"5,867.23",6.01829,5.86723,3730000000.0,4.45%,64.32550946255658,0.20567669414750292,5.4576839999999995,4.995112000000001,4.76300725,5.41889325070528,5.169869934102633,0.21543612082021024,0.1781442351907232,0.03729188562948704,5.938978190947952,5.4576839999999995,4.976389809052047,0.16351214285714313,39.953782375271345,68.61919385628852,21.593271435228438,149.63138813437308,-0.3466284605074769,788231210000.0,False,False,False,True,False,Bear,0.04241192028979479
2023-07-04,6.0039,"6,049.69",6.07672,5.98008,4770000000.0,-0.19%,62.18292627814036,0.15413985222837576,5.509888999999999,5.014003,4.77589235,5.47460817920954,5.2025769955103724,0.23524735142110842,0.18956485843680024,0.04568249298430818,5.990297963351008,5.509888999999999,5.029480036648991,0.1629707142857145,40.64709259770591,70.45130807901508,23.25143015749305,147.6606574343235,-7.881720080960276,783461210000.0,False,False,False,True,False,Bear,0.05979946368194011
2023-07-05,6.10676,"6,026.12",6.1216,5.88987,4050000000.0,1.71%,66.03749039819608,0.3467251895196389,5.5594785,5.0357642,4.78919135,5.534813114522917,5.238035152549181,0.2562934454654462,0.20291057584252944,0.053382869622916745,6.07192922085147,5.5594785,5.04702777914853,0.16943642857142877,37.153420372579625,69.29063154744088,25.319121677104295,134.56376143260738,-1.5318077189070403,787511210000.0,False,False,False,True,False,Bear,0.038529432956264875
2023-07-06,6.14114,"6,135.31",6.20785,6.12423,4110000000.0000005,0.56%,73.91602238149291,0.7655277847850428,5.5979025,5.0573626,4.8030814500000005,5.592558532187401,5.273451028919802,0.2726043915632559,0.21684933898667474,0.05575505257658114,6.163825712996113,5.5979025,5.031979287003887,0.16220071428571448,42.60902497346754,74.06299954641734,26.6453883429264,139.23081270070517,-6.322983014861958,791621210000.0,False,True,False,True,False,Bear,0.03699801665488822
2023-07-07,6.18709,"6,139.81",6.22326,6.11706,3660000000.0,0.75%,78.17512274959083,0.9720203033641072,5.637817,5.0808576,4.81713025,5.649180576740982,5.30928000817785,0.2859425471491388,0.23066798061916757,0.05527456652997123,6.252177232525775,5.637817,5.023456767474225,0.15772357142857155,44.51640075539025,73.28418163785643,27.655084907953615,122.78208986870696,-3.3789527768694816,795281210000.0,False,True,False,True,False,Bear,0.04051177532571848
2023-07-10,6.27041,"6,264.34",6.29034,6.22819,4120000000.0,1.35%,77.38249199652297,0.9620819623135793,5.6732785,5.10581,4.8324846,5.708345283718032,5.34697138040617,0.2997806742076037,0.2444905193368548,0.05529015487074887,6.3479297809851785,5.6732785,4.998627219014822,0.1554764285714286,48.03070745680327,76.86511965525314,28.142260495112374,121.7288096067687,-1.7520417043945709,799401210000.0,False,True,False,True,False,Bear,0.05263611151423908
2023-07-11,6.36293,"6,371.22",6.38684,6.23451,5500000000.0,1.48%,79.82965049444377,1.0,5.713725,5.1352484,4.84791175,5.7706866852686955,5.386812894900046,0.3145867204875099,0.25850975956698585,0.056076960920524055,6.45223795973689,5.713725,4.97521204026311,0.15927857142857146,48.0443069195928,71.33324364321267,28.193800970225645,116.29806799133583,-1.9375541923616009,804901210000.0,False,True,False,True,False,Bear,0.00032532182500832896
2023-07-12,6.34205,"6,360.70",6.41061,6.28737,5760000000.0,-0.33%,91.18826022852926,1.0,5.749503,5.1664194,4.8633932,5.8251022390526295,5.424273173531416,0.32093622431948887,0.27099505251748646,0.049941171802002415,6.53787075619389,5.749503,4.96113524380611,0.152625,51.251199251199246,67.6536796536796,27.23443440028886,105.01329754098931,-5.450787088567317,799141210000.0,False,True,False,True,False,Bear,0.03614446432935714
2023-07-13,6.36835,"6,354.92",6.43683,6.31543,5230000000.0,0.41%,92.59635043178412,1.0,5.7884715,5.197993800000001,4.8787586,5.876840121047617,5.461295794177243,0.3243515196371991,0.281666345941429,0.04268517369577013,6.619332912384547,5.7884715,4.957610087615453,0.15306999999999998,52.32573332462271,65.55824132749721,25.9842954155317,97.21351026183928,-5.333250260899301,804371210000.0,False,True,False,True,False,Bear,0.049268648865090636
2023-07-14,6.43774,"6,415.52",6.44601,6.35391,3420000000.0,1.09%,97.5468470865483,1.0,5.838906,5.234389999999999,4.89453925,5.93025915713832,5.499587723817351,0.3288663918133281,0.2911063551158088,0.03776003669751932,6.6998190717054475,5.838906,4.977992928294552,0.14823714285714282,53.80616001387738,68.06902068114795,24.79144848847486,92.18759145807529,-0.6394989174142004,807791210000.0,False,True,False,True,False,Bear,0.03883971704355882
2023-07-17,6.60046,"6,501.80",6.60398,6.47661,4370000000.0,2.53%,97.39072076588447,0.9961235426163253,5.9008905,5.2762744,4.9112408,5.994087808839432,5.5427591856284355,0.34163643250045705,0.3012123705927385,0.04042406190771858,6.794737614149854,5.9008905,5.007043385850146,0.1399828571428571,59.66904110707435,77.48703922929336,23.794902055524283,102.2619567783768,-0.3128749833340712,812161210000.0,False,True,False,True,False,Bear,0.014344454780424343
2023-07-18,6.365,"6,636.70",6.66217,6.36268,5160000000.0,-3.57%,79.6821758960621,0.556438425956427,5.9443665,5.313855,4.9267376,6.029412779426153,5.575003923446928,0.3289650235516204,0.3067629011845149,0.022202122367105503,6.839771066538612,5.9443665,5.048961933461388,0.14953714285714279,51.02315717069817,62.40064580228511,21.91727200574437,78.82992517599942,-28.848375416217646,807001210000.0,False,True,False,True,False,Bear,0.03771249018067557
2023-07-19,6.57128,"6,370.27",6.57233,6.29957,4210000000.0,3.24%,80.51285410661775,0.5770633191139335,5.9991565,5.3555936,4.9436032,6.0810191813855665,5.6140735735078335,0.3317437769557907,0.31175907633877004,0.01998470061702068,6.907762889104514,5.9991565,5.090550110895485,0.157097857142857,41.48960838785652,55.30447355379038,20.62644509472656,73.59776307251704,-9.376773168542561,811211210000.0,False,True,False,True,False,Bear,0.026262767679964938
2023-07-20,6.68211,"6,633.44",6.70036,6.51885,5590000000.0,1.69%,81.64296586810745,0.5502794697283786,6.069796500000001,5.4012206,4.9612793,6.138265926015513,5.655957354938899,0.3389814466946044,0.3172035504099369,0.021777896284667475,6.958957646557777,6.069796500000001,5.1806353534422245,0.1647971428571427,44.36710067788972,59.58971202690752,19.004005079131442,87.6996458329475,-2.1905344904156743,816801210000.0,False,True,False,True,False,Bear,0.026039679083403433
2023-07-21,6.68778,"6,688.10",6.72442,6.61769,4730000000.0,0.08%,77.83600314582556,0.44262843343896435,6.141605,5.4437374,4.97881825,6.190600599728321,5.6964209880785495,0.34124125692649976,0.3220110917132495,0.019230165213250272,6.9832488902682215,6.141605,5.299961109731779,0.15390785714285699,36.940934046809105,60.30045806628266,18.834021226507012,87.61691879607035,-4.390390030555416,821531210000.0,False,True,False,True,False,Bear,0.05674528767393672
2023-07-24,6.69514,"6,730.03",6.80795,6.6263,5180000000.0,0.11%,78.70788756728024,0.4021153873245501,6.2170205,5.4869162000000005,4.9953332999999995,6.238651971182767,5.7355864395264495,0.3397100967728388,0.32555089272516735,0.014159204047671459,6.963350019912566,6.2170205,5.470690980087435,0.15997999999999987,36.65949315092959,53.357562552461864,18.2428092503042,88.95208418348638,-12.287600209132064,826711210000.0,False,True,False,True,False,Bear,0.07794011775705956
2023-07-25,6.60504,"6,721.45",6.72452,6.53829,4850000000.0,-1.35%,70.91574599550016,0.0,6.2758595,5.5291274,5.0110683499999995,6.27354606916536,5.769682657584236,0.3274516653501953,0.32593104725017297,0.0015206181000223529,6.941554589198756,6.2758595,5.610164410801245,0.1567299999999999,35.37430157413569,54.36373745567894,17.59776068649771,71.32961012588056,-29.36936415348323,821861210000.0,False,True,False,True,False,Bear,0.0853090972953987
2023-07-26,6.74386,"6,606.21",6.74437,6.58347,4650000000.0,2.10%,73.26026551404753,0.08803689755567284,6.333915,5.5670443999999994,5.02736555,6.318337872101993,5.807885690620149,0.3251897983911416,0.3257827974783667,-0.000592999087225099,6.9454148194010354,6.333915,5.722415180598965,0.16100214285714282,31.489820454918526,44.528244965683626,16.897220198137195,81.04021698959266,-9.276440533225296,826511210000.0,False,True,False,True,False,Bear,0.07631831028520764
2023-07-27,6.85611,"6,799.44",6.85611,6.76632,5260000000.0,1.66%,74.56200895807326,0.1369174691691126,6.3900775,5.6082544,5.04387685,6.369554265235136,5.848992526282104,0.32866622970936277,0.32635948392456593,0.0023067457847968376,6.97488752137195,6.3900775,5.805267478628051,0.16143428571428572,35.6677639729567,52.182223638101256,16.49562955908161,103.7794003825633,-0.0,831771210000.0,False,True,True,True,False,Bear,0.053295527638850704
2023-07-28,7.06728,"6,925.41",7.09699,6.912,6450000000.0,3.08%,76.74509145829836,0.2188923936291052,6.4554860000000005,5.6595758,5.06137525,6.4360043352127425,5.896768505643591,0.34448991544632435,0.3299855702289176,0.014504345217406733,7.035763776984207,6.4554860000000005,5.875208223015794,0.17126500000000006,40.868995833524465,50.62789077911836,15.608418986972096,137.46182124372592,-3.4447175586679917,838221210000.0,False,True,False,True,False,Bear,0.04715958614912674
2023-07-31,7.21696,"7,143.14",7.25661,7.11709,6520000000.0,2.12%,77.60438551693375,0.251158955034042,6.515569500000001,5.7121208,5.0795499,6.510381065192481,5.948540721108548,0.36490186392461244,0.3369688289680566,0.027933034956555858,7.150234851104075,6.515569500000001,5.880904148895926,0.1739078571428572,42.840420419680335,58.02251602860294,15.290102167581242,150.27039821301582,-4.090834055548672,844741210000.0,False,True,False,True,False,Bear,0.035075710548485795
2023-08-01,7.16851,"7,209.59",7.29657,7.11331,5810000000.0,-0.67%,76.24549057466592,0.20013234003896743,6.5738,5.762257400000001,5.097534700000001,6.573060011364626,5.996382653614096,0.3728707481862381,0.3441492128116929,0.028721535374545193,7.224307544221308,6.5738,5.923292455778693,0.17819500000000005,42.45870294580973,54.65922163921542,15.202099185099637,130.4085098333496,-12.844533600802372,838931210000.0,False,True,False,True,False,Bear,0.033994512109210895
2023-08-02,7.25854,"7,180.08",7.33611,7.17464,5350000000.0,1.26%,77.16959364184078,0.23483248495657602,6.631389,5.8173936,5.11623865,6.63834381980609,6.045879020139034,0.3820468170728537,0.3517287336639251,0.03031808340892861,7.311082887249701,6.631389,5.9516951127503,0.18149500000000002,42.21092277237073,54.97475333834458,15.338414993924895,126.53101242434109,-7.48355104482217,844281210000.0,False,True,False,True,False,Bear,0.04713206788141977
2023-08-03,7.22151,"7,296.00",7.36561,7.20081,5120000000.0,-0.51%,74.40358688545008,0.1317410467885138,6.685407499999999,5.8725,5.13457905,6.693883456015033,6.091982195819856,0.3819282748378914,0.3577686418987184,0.024159632939173004,7.372730560868537,6.685407499999999,5.998084439131461,0.18668785714285718,41.814258330368084,52.974598546848576,15.343490139482011,113.16782845140764,-13.517316423398738,839161210000.0,False,True,False,True,False,Bear,0.03046315798219479
2023-08-04,7.40057,"7,256.57",7.4271,7.20535,4300000000.0,2.48%,74.66141450754844,0.34917420883794037,6.7460815,5.931092,5.153447099999999,6.761186936394554,6.143299364611234,0.39176692949895564,0.36456829941876584,0.0271986300801898,7.461839778451586,6.7460815,6.0303232215484135,0.19065285714285718,37.330001423679526,47.445993840712696,15.267888457276793,114.40990226176436,-2.352930742419285,843461210000.0,False,True,False,True,False,Bear,0.04240349054194481
2023-08-07,7.4701,"7,434.53",7.49387,7.39902,3820000000.0,0.94%,87.94308708609726,1.0,6.8060659999999995,5.9919956,5.1715595,6.828702466261739,6.195330762077461,0.4005572494812837,0.37176608943126943,0.028791160050014253,7.554319924697672,6.8060659999999995,6.057812075302327,0.17603571428571435,40.7778454047474,54.62122134307156,15.587893097753213,118.3829894842469,-1.9902871975215477,847281210000.0,False,True,False,True,False,Bear,0.03577997617167106
2023-08-08,7.4122,"7,495.65",7.50438,7.35949,4510000000.0,-0.78%,82.14820931583938,0.6596721860785445,6.8585295,6.0516798000000005,5.189412699999999,6.884273659951098,6.243051124348933,0.39826069391779306,0.3770650103285742,0.02119568358921886,7.6229252682506585,6.8585295,6.094133731749342,0.16690214285714294,43.45916983005438,56.601173484890566,15.506582427775113,101.03346708479611,-9.353342871348397,842771210000.0,False,True,False,True,False,Bear,0.03757993578154939
2023-08-09,7.60065,"7,423.11",7.64459,7.36703,5890000000.0,2.54%,83.1483219054493,0.7184078738344091,6.9214595,6.1120794,5.20801425,6.952499978050993,6.296290295943093,0.4069558632749697,0.38304318091785333,0.023912682357116355,7.713554296897939,6.9214595,6.129364703102061,0.17376285714285725,42.243944949602884,45.66239702714697,14.738406451724988,107.27612879845951,-3.971797884841371,848661210000.0,False,True,False,True,False,Bear,0.008105885680829816
2023-08-10,7.4415,"7,652.36",7.76612,7.39848,7270000000.0,-2.09%,74.48764766273763,0.20977448259434686,6.975117,6.165538200000001,5.225717499999999,6.999071408712803,6.341200480415913,0.39643491774825623,0.3857215282839339,0.01071338946432232,7.7547453528980546,6.975117,6.1954886471019455,0.19239928571428574,41.770648094179116,38.73752130056912,13.291640355029362,96.3429875831857,-26.438513474992497,841391210000.0,False,True,False,True,False,Bear,0.04340119599543102
2023-08-11,7.71438,"7,453.42",7.72097,7.39763,5210000000.0,3.67%,78.24161817678026,0.4302417002338446,7.038949,6.2207988,5.24461625,7.06719603645444,6.3950506576545045,0.4054424399965777,0.3896657106264627,0.015776729370114984,7.842020997767228,7.038949,6.235877002232772,0.20252,36.73711238396207,36.52796196495583,11.987038622048356,98.34484871962346,-4.213938411669341,846601210000.0,False,True,False,True,False,Bear,-0.026066903626733584
2023-08-14,7.73738,"7,795.01",7.86874,7.68127,5480000000.0,0.30%,82.58719926326695,0.6352276163986221,7.095795,6.277808199999999,5.263415600000001,7.131023080601636,6.447691024020995,0.40971394671538697,0.39367535784424756,0.016038588871139403,7.928583077407192,7.095795,6.263006922592807,0.20260857142857144,41.93060510766712,43.40882489811456,10.599267130169295,109.13603906487553,-10.22042061201148,852081210000.0,False,True,False,True,False,Bear,0.007660215731940312
2023-08-15,7.69075,"7,763.70",7.79494,7.5503,4980000000.0,-0.60%,78.77717738161088,0.3230245157758294,7.162082500000001,6.3324272,5.2819943,7.184330406258623,6.496438434843701,0.404671691902883,0.39587462465597467,0.008797067246908319,7.9602811800213065,7.162082500000001,6.363883819978696,0.20859000000000005,40.048488833186056,45.101806003574964,9.798041482705203,87.30850302260579,-16.14538923459294,847101210000.0,False,True,False,True,False,Bear,0.010473620908233894
2023-08-16,7.66226,"7,685.25",7.73441,7.58891,5200000000.0,-0.37%,75.8141471068558,0.1041811145538661,7.2166315,6.383372999999999,5.300423800000001,7.229847510424468,6.542156927594928,0.3938368575978961,0.395467071244359,-0.0016302136464628747,7.993662753209129,7.2166315,6.439600246790871,0.21096499999999999,35.81433616273517,39.710378498803074,8.823766866421938,77.99160127831347,-21.58162092104438,841901210000.0,False,True,False,True,False,Bear,-0.007833198038176725
2023-08-17,7.76447,"7,675.06",7.79861,7.63313,4730000000.0,1.33%,73.99982099704644,0.0,7.270749500000001,6.4312092,5.31957355,7.280763938003091,6.590090773571598,0.38901336225811534,0.3941763294471103,-0.005162967188994949,8.041775075358997,7.270749500000001,6.499723924641005,0.2055792857142857,30.61384033271835,37.225470881932914,8.758066491547838,82.17031939611148,-13.802734866235083,846631210000.0,False,True,False,True,False,Bear,-0.035099626890180646
2023-08-18,7.51329,"7,803.71",7.81583,7.42404,4980000000.0,-3.23%,59.534488638923,0.0,7.312025,6.473698999999999,5.337745100000001,7.302909277240891,6.626294664804084,0.36076391876104363,0.38749384730989694,-0.02672992854885331,8.038759759116644,7.312025,6.585290240883357,0.22004071428571428,23.979328500894308,34.908799345575645,9.008603205696138,51.159581355285596,-47.05267198813927,841651210000.0,False,False,False,True,False,Bear,0.027069366416044183
2023-08-21,7.79665,"7,446.35",7.82008,7.41152,5510000000.0,3.77%,67.55659902733521,0.28238318068838586,7.367100499999999,6.518408399999999,5.35683355,7.349932203217949,6.672190952458826,0.35712411067916694,0.381419899983751,-0.024295789304584037,8.063305138910192,7.367100499999999,6.670895861089807,0.23613357142857141,21.264901523653375,32.79409051172609,9.634636746480057,62.5019803000338,-10.386111511309643,847161210000.0,False,False,False,True,False,Bear,0.018607991893954567
2023-08-22,7.7713,"7,856.15",7.90295,7.69126,5030000000.0,-0.33%,64.86933221978633,0.18778974931774478,7.4254135,6.5627544,5.3754167,7.390062469578145,6.7152932680486765,0.34818039653320465,0.37477199929364174,-0.026591602760437094,8.043894182101415,7.4254135,6.806932817898585,0.23928285714285716,22.27847496686527,38.882255310511134,10.63566041796813,80.82857191188909,-18.749821972825874,842131210000.0,False,False,False,True,False,Bear,0.017478414164940226
2023-08-23,7.60224,"7,820.40",7.83197,7.60224,5850000000.0,-2.18%,60.25535353535352,0.025374884219331224,7.468332500000001,6.6022694,5.393068550000001,7.410269853427845,6.7500754928310815,0.32371907751248497,0.3645614149374104,-0.040842337424925435,8.000828866903353,7.468332500000001,6.9358361330966485,0.24392071428571427,20.991012887677183,39.983425527615786,12.019536158230693,54.69448160774979,-43.10636467889905,836281210000.0,False,False,False,True,False,Bear,0.041525918676600604
2023-08-24,7.49194,"7,648.30",7.87281,7.47631,8170000000.0,-1.45%,52.555818494089465,0.0,7.500124000000001,6.6403286,5.41000095,7.418047962625193,6.779168218602412,0.2920662597325778,0.3500623838964439,-0.05799612416386607,7.9479023153887765,7.500124000000001,7.052345684611226,0.25640285714285715,19.393866794441767,41.418638080698855,13.75417113497275,34.14498016558196,-75.62838111360549,828111210000.0,False,False,False,True,False,Bear,0.07530492769563035
2023-08-25,7.71667,"7,545.17",7.74764,7.40794,4830000000.0,3.00%,56.3460974216164,0.12389567720435395,7.5325935,6.686081000000001,5.4274994,7.446488156660889,6.815932994343494,0.2818658325861252,0.3364230736343802,-0.05455724104825499,7.9406320990236505,7.5325935,7.124554900976349,0.27389214285714286,16.41417763509618,35.50615596859031,15.344218324663283,32.56374269167597,-34.27667169616902,832941210000.0,False,False,False,True,False,Bear,0.055031509705611326
2023-08-28,7.94173,"7,837.07",8.00878,7.83707,5490000000.0,2.92%,62.548996374149795,0.32665446647787544,7.5688320000000004,6.737700200000001,5.4455497500000005,7.4936540465027095,6.860081896526102,0.2886154029689765,0.3268615395012995,-0.038246136532323005,7.9874405242034445,7.5688320000000004,7.150223475796556,0.2844078571428571,22.101810528642208,43.97808981568217,16.770769848716814,124.53560173075262,-10.447993767043249,838431210000.0,False,False,False,True,False,Bear,0.037071267847182066
2023-08-29,7.90713,"7,963.44",8.01352,7.86558,4690000000.0,-0.44%,57.834355828220865,0.17576738727741056,7.6057630000000005,6.7859332,5.463284,7.533032708740547,6.901142606466255,0.28785434953139344,0.3190601015073183,-0.031205751975924845,8.00557007622081,7.6057630000000005,7.205955923779191,0.2751492857142857,19.3287280411413,46.00230005010263,19.409312214827462,114.72656316958019,-17.27418857263463,833741210000.0,False,False,False,True,False,Bear,0.03472056232792431
2023-08-31,7.91793,"7,964.48",8.00582,7.88056,4420000000.0,0.14%,63.17815948883911,0.3537080454739468,7.638732500000001,6.834782199999999,5.481068849999999,7.5696895936224,6.941016621898951,0.2848392296070035,0.3122159271272553,-0.027376697520251847,8.026550072950997,7.638732500000001,7.2509149270490045,0.2578364285714286,17.25983527762618,48.6349318920356,22.54120261206136,107.67321141153101,-15.520628683693472,838161210000.0,False,False,False,True,False,Bear,0.053011329981446975
2023-09-01,8.05612,"7,966.65",8.06092,7.93009,4230000000.0000005,1.75%,60.21363332058148,0.25499376420119724,7.6804630000000005,6.890518400000001,5.499013950000001,7.616016298991695,6.984746166138208,0.2902546287590395,0.30782366745361217,-0.01756903869457266,8.058747423766604,7.6804630000000005,7.302178576233397,0.24495428571428565,19.774243590640808,52.61214920568266,25.761151073469286,126.05988269092013,-0.7350914269961523,842391210000.0,False,False,False,True,False,Bear,0.03341310705401623
