date,price,open,high,low,vol.,change %,RSI_14,StochRSI,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,ATR_14,DI_Plus,DI_Minus,ADX_14,CCI_20,Williams_%R,OBV,RSI_Oversold,RSI_Overbought,MACD_Bullish,Above_SMA200,Trend_Bullish,Market_Regime,Return_5D
2020-12-14,1.38855,"1,378.19",1.39458,1.37819,4630000000.0,1.30%,68.0350184166978,0.4617252584499785,1.3276065,1.2447409999999999,18731.18535495,1.365320868693274,212.0577059902166,-1.1341202992607637,-1.685343534804718,0.5512232355439544,1.3842338187891896,1.3276065,1.2709791812108102,0.02342285714285716,30.443400829470605,51.29909734081474,31.29134929086263,151.14439654592772,-5.432432432432415,177560000000.0,False,False,False,False,False,Bear,-0.0029671239782506076
2020-12-15,1.3954,"1,392.74",1.39986,1.38519,5280000000.0,0.49%,68.43270599399021,0.47971070050049897,1.3343905,1.2494348000000002,18731.1865734,1.3681855478653433,203.7964390886395,-1.0459664623055205,-1.5574681203048786,0.5115016579993581,1.3892559459287828,1.3343905,1.2795250540712173,0.02297571428571432,30.299073555928675,49.89429832742626,31.956544231126806,149.19087341119072,-3.8355693154455834,182840000000.0,False,False,False,False,False,Bear,0.006858248530887234
2020-12-16,1.39245,"1,404.25",1.40978,1.38498,5020000000.0,-0.21%,64.22389249516002,0.46649757102470024,1.339277,1.2542096,18731.18801475,1.370496448068644,195.8590277518301,-0.9652155477416626,-1.4390176057922355,0.47380205805057285,1.3966183248958846,1.339277,1.2819356751041155,0.023428571428571448,32.121951219512205,48.18902439024368,32.31918412706953,136.62334530080668,-13.732171156893862,177820000000.0,False,False,False,False,False,Bear,0.018104779345757382
2020-12-17,1.39936,"1,403.10",1.4061,1.39247,4450000000.0,0.50%,70.92492741600996,1.0,1.343594,1.2591486,18731.189711850002,1.3732453577763921,188.23315842822893,-0.8903983292344617,-1.3292937504806808,0.43889542124621905,1.4054357979539902,1.343594,1.2817522020460097,0.022480000000000007,31.02440264361977,52.17653787493621,32.815042992909746,125.26919150830518,-8.25673534072907,182270000000.0,False,True,False,False,False,Bear,0.019037274182483355
2020-12-18,1.40832,"1,398.26",1.41032,1.39603,4460000000.0,0.64%,97.04329461457239,1.0,1.3478124999999999,1.2643052,18731.19138795,1.3765857998929263,180.90669417614154,-0.8209191030053504,-1.2276188209856147,0.4066997179802643,1.415267890906087,1.3478124999999999,1.2803571090939128,0.020275714285714286,35.88388642288462,44.610019023462044,31.5601266666199,118.4380026246337,-1.6299918500407506,186730000000.0,False,True,False,False,False,Bear,0.012575266984776068
2020-12-21,1.38443,"1,401.65",1.40165,1.36858,5000000000.0,-1.70%,75.766817706518,0.45730456073526704,1.3513215,1.2686798,18731.19274975,1.3773328665697904,173.86660538492032,-0.7590343633329089,-1.1339019294550736,0.37486756612216476,1.418727152815685,1.3513215,1.283915847184315,0.020134999999999997,33.02351981269294,53.22643584376868,30.719224079836568,69.61804101667946,-27.31012658227845,181730000000.0,False,True,False,False,False,Bear,0.0396264166480067
2020-12-22,1.40497,"1,393.57",1.41082,1.39169,4510000000.0,1.48%,79.41524796447081,0.5503644441935525,1.355521,1.2732122000000001,18731.19423535,1.3799649745155247,167.1034039972764,-0.700260685659823,-1.0471736806960235,0.34691299503620043,1.4253878938590778,1.355521,1.2856541061409221,0.020551428571428554,30.79382733212849,49.4856110107048,29.481657532775507,94.23697730428273,-6.1385099685203715,186240000000.0,False,True,False,False,False,Bear,0.038947450835248976
2020-12-23,1.41766,"1,409.15",1.42077,1.40915,5130000000.0,0.90%,80.47461911114235,0.5773856419356305,1.3601305,1.2780714,18731.1957329,1.3835549769426176,160.60592384052046,-0.6452204460508835,-0.9667830337669955,0.321562587716112,1.433715125806424,1.3601305,1.2865458741935758,0.020233571428571424,34.79012955837194,55.41356303173638,28.30810889394474,105.83522539800651,-3.28613693998327,191370000000.0,False,True,False,False,False,Bear,0.04391038754003085
2020-12-24,1.426,"1,420.15",1.43228,1.41535,5260000000.0,0.59%,81.55223880597019,0.5957439998266705,1.364306,1.2828056,18731.19738285,1.3875973600909397,154.36357388599026,-0.59407951249914,-0.8922423295134244,0.2981628170142844,1.4429774945635945,1.364306,1.2856345054364056,0.02060857142857142,37.41508387633441,52.85248856231799,26.348802579794782,106.70164293281864,-5.916156382477687,196630000000.0,False,True,False,False,False,Bear,0.0355680224403927
2020-12-25,1.42603,"1,429.07",1.43849,1.42271,2630000000.0,0.00%,82.08397303250783,0.6096201845251982,1.3691710000000001,1.2877176,18731.1993368,1.3912576115108501,148.3660231453632,-0.5472392994600344,-0.8232417235027465,0.27600242404271214,1.4505661442602293,1.3691710000000001,1.287775855739771,0.020982142857142855,38.862978723404275,54.39319148936157,24.814488243430095,101.02851628734571,-11.660116039678217,199260000000.0,False,True,False,False,False,Bear,0.04866657784198103
2020-12-28,1.43929,"1,431.67",1.44279,1.43167,2980000000.0,0.93%,82.46668408675202,0.619607446976668,1.3769565,1.2926488,18731.2014801,1.395832124700293,142.604190472996,-0.503247003780279,-0.759242779558253,0.25599577577797406,1.4535251892730445,1.3769565,1.3003878107269553,0.020865000000000005,36.575262743487045,55.88305775221649,23.906677166448333,106.81647429285256,-3.4870977383680946,202240000000.0,False,True,False,False,False,Bear,0.03492694314557876
2020-12-29,1.45969,"1,442.97",1.45969,1.43621,3420000000.0,1.42%,83.53879178166207,0.6475852668137583,1.3836765,1.2977352,18731.20373025,1.4019138271097888,137.0691120230746,-0.4614177464382452,-0.6996777729342515,0.2382600264960063,1.4646188012669683,1.3836765,1.3027341987330316,0.02106071428571429,37.78531456672884,53.24402238426308,22.098424040995134,117.04415120019611,-0.0,205660000000.0,False,True,False,False,False,Bear,0.03132856976481313
2020-12-30,1.47991,"1,463.07",1.48316,1.46307,4190000000.0000005,1.39%,85.10791766076682,0.6363316762938254,1.3913974999999998,1.3031252,18263.0161298,1.4093420340517138,131.7518884143266,-0.4217742229202617,-0.6440970629314535,0.22232284001119185,1.478216498109701,1.3913974999999998,1.3045785018902987,0.02129,43.1892907468295,60.30664966785207,21.005970365642348,134.47300464231887,-2.311850903400183,209850000000.0,False,True,False,False,False,Bear,0.02860309072849021
2020-12-31,1.47672,"1,480.81",1.48437,1.47028,3420000000.0,-0.22%,81.91835260115607,0.5391463269688861,1.398691,1.3084294,17784.9985134,1.4157589831896458,126.64305828043145,-0.38616241135579843,-0.5925101326163226,0.20634772126052414,1.4885485878623865,1.398691,1.3088334121376133,0.020266428571428574,44.30973108236706,64.50498713565712,20.179091788529917,120.9881647911012,-6.60678815096289,206430000000.0,False,True,False,False,False,Bear,0.043264803077089686
2021-01-04,1.49543,"1,482.17",1.50001,1.4787,5170000000.0,1.27%,82.01150113813347,0.5419845425048815,1.406919,1.3143716,17345.56599055,1.4233466990763461,121.73530815178708,-0.35236817253628105,-0.5444817406003143,0.19211356806403324,1.5006802649852324,1.406919,1.3131577350147676,0.020224285714285726,41.59779614325074,55.03637776365043,19.350003131203387,125.1593891001233,-3.4847447310355495,211600000000.0,False,True,False,False,False,Bear,0.02725637442073503
2021-01-05,1.48956,"1,492.19",1.50689,1.47476,6660000000.0,-0.39%,78.36828151361772,0.43097643787031165,1.4149019999999999,1.3203502,16911.68343835,1.4296527277357418,117.01978861642289,-0.32234387519863894,-0.5000541675199792,0.17771029232134028,1.5082391061683726,1.4149019999999999,1.3215648938316271,0.02147142857142857,39.71390552228877,50.821689953426436,18.481003224155764,111.59269840924107,-12.529824307714591,204940000000.0,False,True,False,False,False,Bear,0.04026021106904065
2021-01-06,1.50542,"1,501.61",1.50949,1.49709,5330000000.0,1.06%,81.5788002459887,0.40790730710628553,1.4231785000000001,1.3275696,16483.80596545,1.4368686584275758,112.48981337656316,-0.2938819456583366,-0.45881972314765074,0.16493777748931415,1.5178555935721916,1.4231785000000001,1.3285014064278087,0.021123571428571433,37.8926723700673,59.13840327325599,18.615983703569405,117.32791180819505,-2.8883684621389647,210270000000.0,False,True,False,False,False,Bear,0.03577739102708888
2021-01-07,1.52224,"1,511.60",1.5227,1.5057,6180000000.0,1.12%,82.545820531836,0.31861491235664835,1.4317745,1.3349618,16057.83857665,1.4449992623868544,108.13814383238422,-0.2668918647289449,-0.4204341514639096,0.15354228673496473,1.5297592653696235,1.4317745,1.3337897346303764,0.021382857142857148,41.84593800106894,58.795430251202546,18.003021153262413,120.02017119280944,-0.29846872566824867,216450000000.0,False,True,False,False,False,Bear,0.016002732814799137
2021-01-08,1.54061,"1,526.51",1.54275,1.5198,5500000000.0,1.21%,83.3745395832282,0.8144353356640631,1.441137,1.3432342,15628.8662797,1.4541050469214396,103.957848387977,-0.24123887408934808,-0.3845950959889973,0.14335622189964925,1.543270062622707,1.441137,1.3390039373772928,0.022001428571428585,45.80871371988829,60.56424907473537,18.219504883251865,126.57332491692542,-1.228684618476218,221950000000.0,False,True,False,False,False,Bear,-0.01046338787882728
2021-01-11,1.53619,"1,539.96",1.55745,1.52225,5410000000.0,-0.29%,92.45747538048336,1.0,1.4494115,1.3517105999999999,15207.643960649999,1.46192266150035,99.94131276491908,-0.21874380878380228,-0.35142483854795836,0.13268102976415608,1.5542947700676584,1.4494115,1.3445282299323418,0.021677142857142857,51.3378146830104,53.23250296559901,16.675804656447045,117.58649069182114,-12.825772200772242,216540000000.0,False,True,False,False,False,Bear,0.013396780346181192
2021-01-12,1.54953,"1,549.04",1.55635,1.53738,5170000000.0,0.87%,92.14085820895515,0.9775276588199404,1.4574605,1.3600294,14761.2217083,1.4702662175479357,96.0828114800203,-0.19756250338733428,-0.3206523715158336,0.12308986812849931,1.5672701347537712,1.4574605,1.347650865246229,0.02123214285714286,49.32884777123634,51.66358284272482,15.177832583468513,113.47604521473022,-5.340525960890035,221710000000.0,False,True,False,False,False,Bear,0.009990126038218028
2021-01-13,1.55928,"1,559.77",1.56788,1.54526,4880000000.0,0.63%,92.00379641713126,0.9677995087838882,1.4656544999999999,1.3682008,14315.9145047,1.4787437206386085,92.37600632394107,-0.17793826122899215,-0.2921095494584653,0.11417128822947314,1.5803156599909483,1.4656544999999999,1.3509933400090515,0.0217192857142857,48.74206597165127,47.35422764495014,13.647906535318825,110.37894169840253,-5.638235101291516,226590000000.0,False,True,False,False,False,Bear,0.006458108870760926
2021-01-14,1.5466,"1,567.11",1.56806,1.54217,4810000000.0,-0.81%,84.87161693268557,0.4615832162237554,1.473362,1.3757797999999999,13858.282237700001,1.4852062234349315,88.81406882104142,-0.1615468662476245,-0.2659970128162971,0.10445014656867263,1.5880279006551685,1.473362,1.3586960993448316,0.02235928571428571,43.72743826470311,45.00527106028167,12.52921114172299,93.53793738856328,-14.764361885104934,221780000000.0,False,True,False,False,False,Bear,0.0032135005819216023
2021-01-15,1.52449,"1,536.82",1.54784,1.51614,4760000000.0,-1.43%,75.24615384615377,0.0,1.4796185000000002,1.3826692,13417.664860149998,1.4889475354887476,85.39094808296136,-0.14862737597734932,-0.24252308544850756,0.09389570947115825,1.5908879001581222,1.4796185000000002,1.3683490998418781,0.02349642857142856,39.723362213102334,48.50281197750416,12.050481846032097,60.846243593133565,-31.94515726959462,217020000000.0,False,True,False,False,False,Bear,0.011780989052076585
2021-01-18,1.55677,"1,525.45",1.55881,1.5089,4680000000.0,2.12%,77.4460330810204,0.1278158234670571,1.487041,1.3899654000000001,12977.377644,1.4954068178231525,82.10333325617856,-0.13423646621029772,-0.2208657616008656,0.08662929539056788,1.598089765890213,1.487041,1.3759922341097872,0.025864285714285704,37.9287489643745,43.58740679370339,11.054700485490963,68.35177392472762,-8.562760712931377,221700000000.0,False,True,False,False,False,Bear,-0.010637409508148177
2021-01-19,1.56501,"1,569.56",1.5783,1.56102,4840000000.0,0.53%,76.08738729812735,0.048876749545098026,1.49607,1.3966348,12529.16546905,1.5020356923161857,78.9449676382892,-0.12077445466961301,-0.2008475002146151,0.08007304554500208,1.6011973671055686,1.49607,1.3909426328944314,0.025724999999999998,38.8532555879495,57.034568929612696,11.1960510336371,93.58188918179367,-11.533454829471518,226540000000.0,False,True,False,False,False,Bear,-0.018466335678366197
2021-01-20,1.56935,"1,573.37",1.5743,1.5521,4560000000.0,0.28%,74.04559630067742,0.0,1.504289,1.4031618000000001,12083.7483158,1.5084465787622632,75.91062969168962,-0.10850473674264216,-0.18237894752022052,0.07387421077757836,1.6050394315479715,1.504289,1.4035385684520285,0.025634285714285703,32.450958537672776,52.23751671868037,11.6835348003097,83.4809410159341,-8.285502684688034,231100000000.0,False,True,False,False,False,Bear,-0.06521808392009432
2021-01-21,1.55157,"1,578.03",1.58204,1.55157,5610000000.0,-1.13%,68.65932093533421,0.0,1.5109845,1.4086088,11636.201073650001,1.5125535712610954,72.99458813515278,-0.09907353623868898,-0.16571786526391422,0.06664432902522524,1.6050728121931037,1.5109845,1.4168961878068962,0.026804285714285708,32.77460960400787,48.177263763790506,11.716936358674356,73.07123460741145,-28.402311707680884,225490000000.0,False,False,False,False,False,Bear,-0.03432007579419538
2021-01-22,1.54245,"1,551.47",1.55559,1.52593,4690000000.0,-0.59%,62.310189548643834,0.0,1.516807,1.4140228000000001,11188.443785899999,1.51540085018861,70.19254350240169,-0.09128289725423944,-0.15083087166197928,0.059547974407739845,1.6028175038345094,1.516807,1.4307964961654906,0.027259285714285708,28.12933993658776,51.88533396221478,12.844285737672616,39.5301711419349,-36.903430275913365,220800000000.0,False,False,False,False,False,Bear,-0.04473402703491214
2021-01-25,1.54021,"1,556.57",1.56013,1.53697,4810000000.0,-0.15%,63.51748065118762,0.040046427704238816,1.522516,1.4190012,10728.09648695,1.5177636263611234,67.50029512975848,-0.08431754879344,-0.13752820708827143,0.05321065829483143,1.5976228925491773,1.522516,1.4474091074508226,0.02661857142857143,28.178500509848075,55.03944614393827,14.273489924757056,41.886993440710576,-49.240729841082846,215990000000.0,False,False,False,False,False,Bear,-0.031008758545912563
2021-01-26,1.53611,"1,538.03",1.54861,1.51681,5300000000.0,-0.27%,58.739108149666855,0.0,1.5273569999999999,1.4238636,10266.1941675,1.5195109000410163,64.9134643403562,-0.07822654873106494,-0.12566787541683014,0.0474413266857652,1.5915679834073808,1.5273569999999999,1.463146016592619,0.027466428571428576,26.63251241775671,52.77611629781819,15.061138119525761,15.188495530818525,-60.16505108724115,210690000000.0,False,False,False,False,False,Bear,-0.016066557733495634
2021-01-27,1.467,"1,536.13",1.54101,1.467,5790000000.0,-4.50%,37.87958574688435,0.0,1.5277225,1.4280092,9800.0765025,1.514509861941872,62.42536769955792,-0.07807597547728307,-0.11614949542892072,0.03807351995163766,1.590376037066619,1.5277225,1.4650689629333813,0.03151857142857143,20.214839323754692,55.32792457961298,17.178251977461034,-81.9050791640074,-100.0,204900000000.0,False,False,False,False,False,Bear,0.0453646898432174
2021-01-28,1.49832,"1,453.37",1.49843,1.43132,5830000000.0,2.13%,41.219947680936784,0.06120357449651282,1.5286430000000002,1.4320812,9320.9139941,1.5129679703283603,60.036071711339964,-0.07456978873455067,-0.10783355409004672,0.03326376535549605,1.5888312792449615,1.5286430000000002,1.468454720755039,0.03467285714285714,14.245395739771709,54.74022495982869,20.380314974901836,-117.27757708354926,-55.54670912951155,210730000000.0,False,False,False,False,False,Bear,0.024414010358267735
2021-01-29,1.47345,"1,485.21",1.49554,1.46955,4510000000.0,-1.66%,37.99372320881814,0.0021034792726906653,1.5284795,1.4352898000000003,8838.56636135,1.5092043541066116,57.739498310895264,-0.07295690979099034,-0.10085822523023545,0.02790131543924511,1.5892763528059886,1.5284795,1.4676826471940114,0.03421357142857145,11.36766947117891,62.94494665859416,25.208453245997827,-110.5001988438345,-72.04750530785562,206220000000.0,False,False,False,False,False,Bear,0.036458651464250647
2021-02-01,1.49245,"1,484.86",1.50088,1.47154,3820000000.0,1.29%,39.308458829699575,0.026399887686504423,1.5283304999999998,1.4386597999999997,8356.578823599999,1.5076087013345534,55.533731710468004,-0.06934617090596729,-0.09455581436538182,0.025209643459414538,1.5894819661834623,1.5283304999999998,1.4671790338165374,0.03486928571428573,12.247782534772673,59.069586414568796,29.73280637107845,-89.65720959426372,-59.44134819532899,210040000000.0,False,False,False,False,False,Bear,0.028449864317062534
2021-02-02,1.51143,"1,505.09",1.51753,1.50004,4770000000.0,1.27%,41.336857732556055,0.07357145240226023,1.5294240000000001,1.4426033999999999,7863.83638075,1.5079726345407864,53.41521007476338,-0.0642129006011094,-0.08848723161252735,0.024274331011417946,1.5883998095144585,1.5294240000000001,1.4704481904855418,0.03504500000000003,13.229928866966912,62.976173491225616,34.292402197821346,-45.3365076844539,-46.84846072186827,214810000000.0,False,False,False,False,False,Bear,0.02158221022475404
2021-02-03,1.53355,"1,520.70",1.53355,1.50918,5130000000.0,1.46%,47.71541612688632,0.24859018291278526,1.5308305,1.4468548,7384.5690485,1.5104085741083306,51.3806351698707,-0.05769477827563829,-0.08232874094514954,0.024633962669511247,1.5887277975043617,1.5308305,1.4729332024956383,0.0349364285714286,16.509578622395697,64.40882419087733,38.417717185689924,-11.444460329522366,-32.172239915074265,219940000000.0,False,False,False,False,False,Bear,0.008842228815493458
2021-02-04,1.5349,"1,537.65",1.54463,1.53082,4219999999.9999995,0.09%,51.96526335661695,0.3560005650944594,1.5314635,1.4510434,6903.331722999999,1.5127410908599181,49.425900457326755,-0.05182280462148681,-0.076227553680417,0.024404749058930197,1.5892420452564033,1.5314635,1.4736849547435968,0.03365857142857144,19.487712745638895,65.92249904503211,41.59026815005713,13.210239174326166,-31.276539278131615,224160000000.0,False,False,False,False,False,Bear,0.006964623102482248
2021-02-05,1.52717,"1,544.79",1.54951,1.52717,3820000000.0,-0.50%,43.84103204327922,0.15602693833089507,1.5307914999999999,1.4547369999999997,6412.439358849999,1.5141152726827831,47.547518870764925,-0.047248320366849894,-0.07043170701770358,0.02318338665085369,1.5884346040965904,1.5307914999999999,1.4731483959034093,0.03168928571428572,19.326045305984376,69.20996280852032,45.11893398695075,8.014391099014201,-36.405254777070056,220340000000.0,False,False,False,False,False,Bear,0.007379663036858997
2021-02-08,1.53491,"1,540.22",1.54244,1.519,6520000000.0,0.51%,43.72393661384487,0.16159788645384793,1.5307274999999998,1.4588606000000002,5917.7170334,1.5160957229034704,45.74310283661728,-0.042508444436671455,-0.06484705450149716,0.02233861006482571,1.5883482048076178,1.5307274999999998,1.4731067951923817,0.0318257142857143,14.868928988239444,59.04928629140862,48.033806739007005,2.833677640433525,-31.269904458598663,226860000000.0,False,False,False,False,False,Bear,0.017968480236626228
2021-02-09,1.54405,"1,538.53",1.55183,1.53559,5430000000.0,0.60%,44.82829108748976,0.2257558519610955,1.5304535000000001,1.4640700000000002,5429.62975365,1.5187580350079017,44.00980664694602,-0.03758132290235339,-0.05939390818166841,0.021812585279315025,1.5877489396772553,1.5304535000000001,1.473158060322745,0.031448571428571444,17.179976378668044,61.49950031797953,50.38846908133062,31.402647222669014,-25.205679405520154,232290000000.0,False,False,False,False,False,Bear,-0.0007966063275152147
2021-02-10,1.54711,"1,553.41",1.5567,1.53644,3950000000.0,0.20%,49.0299286584305,0.43491647630065705,1.5298450000000001,1.4685063999999999,4938.7824892,1.5214582221500064,42.344602856869706,-0.03304866274979812,-0.05412485909529435,0.021076196345496234,1.586100454252169,1.5298450000000001,1.4735895457478312,0.030719285714285727,16.920501313739564,63.03392470993098,53.149019627346675,40.35413974644882,-10.107910876484762,236240000000.0,False,False,False,False,False,Bear,-0.004214309260492155
2021-02-11,1.54559,"1,548.69",1.55808,1.54367,3340000000.0,-0.10%,50.706316357746964,0.5003035802564926,1.5297945,1.4729084000000001,4444.99521715,1.5237564867071487,40.74464156836501,-0.029242063909479254,-0.04914830005813134,0.019906236148652084,1.585988404197084,1.5297945,1.473600595802916,0.029629999999999997,17.87522298828401,60.91316715683923,54.930104033605666,46.71620151837423,-11.287943482648853,232900000000.0,False,False,False,False,False,Bear,0.000530541734871548
2021-02-12,1.53844,"1,542.50",1.54869,1.52672,3020000000.0,-0.46%,49.61045820678726,0.5623749304220932,1.530492,1.4770602000000002,4444.997846,1.525154916544563,39.20714346764482,-0.026496813377497652,-0.044618002722004606,0.018121189344506954,1.586754939942426,1.530492,1.474229060057574,0.02954499999999998,16.829050117254496,62.51722553973375,56.737455141573086,18.299756420868388,-15.493846639318305,229880000000.0,False,False,False,False,False,Bear,0.014235199292790046
2021-02-15,1.56249,"1,551.12",1.56583,1.54738,2960000000.0,1.56%,55.33705591972158,1.0,1.5307780000000002,1.4816926000000001,4445.0006231,1.5287106387784142,37.730882547345026,-0.02212549956038945,-0.040119502089681576,0.017994002529292126,1.5876581422234954,1.5307780000000002,1.473897857776505,0.029229999999999978,21.198866135574985,63.31313230047424,57.94527064161925,65.11615718593053,-2.4830867593488346,232840000000.0,False,False,False,False,False,Bear,-0.0076032486607913174
2021-02-16,1.54282,"1,569.12",1.5757,1.52208,5630000000.0,-1.26%,69.17551846231665,1.0,1.5296685,1.485951,4445.00325745,1.5300543874661843,36.311742839606005,-0.0200176554066962,-0.036099132753084504,0.016081477346388304,1.5845683617338335,1.5296685,1.4747686382661667,0.027773571428571415,24.848905691433266,60.32970706992788,57.60052199828984,41.31242803605495,-22.773237290483433,227210000000.0,False,False,False,False,False,Bear,-0.01617816725217469
2021-02-17,1.54059,"1,550.49",1.55341,1.52993,5050000000.0,-0.14%,62.53484372219909,0.7870335980936669,1.5282305,1.489965,4445.0059049,1.5310577791360716,34.948168218444984,-0.018315980865692083,-0.03254250237560602,0.014226521509913936,1.5801814408817565,1.5282305,1.4762795591182436,0.02465714285714284,27.98957126303592,59.89281575898041,56.00065157195811,31.816824887716322,-33.075836081017556,222160000000.0,False,False,False,False,False,Bear,-0.03736880026483358
2021-02-18,1.54641,"1,548.04",1.56283,1.54422,4680000000.0,0.38%,74.39154854239104,1.0,1.5279725,1.4938867999999998,3950.80363695,1.5325198954088266,33.638295347133415,-0.016309757440509998,-0.029295953388586815,0.012986195948076817,1.5794848018684071,1.5279725,1.4764601981315928,0.024190714285714256,31.31071544571413,53.97879942126564,52.94150822393215,60.17179674289597,-28.120199692780368,226840000000.0,False,True,False,False,False,Bear,-0.03763555590044043
2021-02-19,1.56034,"1,551.54",1.56742,1.55014,4240000000.0,0.90%,73.49297529240778,0.9728155602739476,1.528867,1.4980263999999999,3457.12143865,1.5351694291794145,32.380336313912494,-0.0134408387177547,-0.026124930454420395,0.012684091736665695,1.5820326029534164,1.528867,1.4757013970465835,0.023595714285714258,31.87322152933348,56.52963613246968,50.24423923936844,77.0126042749814,-20.301348136399717,231080000000.0,False,True,False,False,False,Bear,-0.057006806208903194
2021-02-22,1.55061,"1,563.08",1.56984,1.54749,4050000000.0,-0.62%,64.48535936113575,0.6769820485424115,1.529387,1.5016246000000002,2964.2741917000003,1.536639959733756,31.1713274388571,-0.011816120758698645,-0.023263168515276045,0.0114470477565774,1.583218995480031,1.529387,1.475555004519969,0.02340071428571425,27.795244345410715,49.11022252068021,47.56118629405925,66.02240880482704,-37.71797955502105,227030000000.0,False,False,False,False,False,Bear,-0.014936057422562765
2021-02-23,1.51786,"1,558.03",1.56029,1.51525,5100000000.0,-2.11%,44.62192363063002,0.029281282770807573,1.5284745000000002,1.5042107999999998,2472.2867810000002,1.5348513921400648,30.00844636282349,-0.013021072548512924,-0.021214749321923423,0.0081936767734105,1.5824451891753366,1.5284745000000002,1.4745038108246638,0.02487714285714282,21.545882623176784,52.8281842195936,46.33734794879338,3.3753882469434386,-95.68238213399505,221930000000.0,False,False,False,False,False,Bear,0.007220692290461628
2021-02-24,1.48302,"1,506.53",1.52319,1.48302,4250000000.0,-2.30%,35.53746654772529,0.0,1.5292755,1.5059631999999998,1983.0691961000002,1.5299150690791063,28.889802191732375,-0.016595994064196207,-0.02029099827037798,0.0036950042061817748,1.5797680904465383,1.5292755,1.4787829095534617,0.026759999999999975,17.07238949391418,51.9378603459322,46.062732078281535,-86.43296454707252,-100.0,217680000000.0,False,False,False,False,False,Bear,0.03238661649876606
2021-02-25,1.48821,"1,510.32",1.51481,1.46036,4430000000.0,0.35%,38.98314670286172,0.0886825779491968,1.52877,1.5078784,1494.11663715,1.525943157738239,27.81522994891934,-0.018793713268059786,-0.019991541269914342,0.0011978280018545562,1.5807480413812267,1.52877,1.4767919586187732,0.029053571428571394,14.524892440073778,52.511370620774485,46.085766531487415,-115.35475927721616,-75.8539968787932,222110000000.0,False,False,False,False,False,Bear,0.0334831777773299
2021-02-26,1.47139,"1,457.18",1.48004,1.44317,3710000000.0,-1.13%,32.91554599246908,0.0,1.528667,1.509319,996.0439941000001,1.5207476189060258,26.782138186216624,-0.02164316605435679,-0.020321866226802834,-0.001321299827553954,1.581112670239675,1.528667,1.476221329760325,0.030596428571428524,13.792459437376003,51.9691840784406,45.96319057286918,-163.5821576785887,-78.70670791518909,218400000000.0,False,False,False,False,False,Bear,0.04797504400600783
2021-03-01,1.52745,"1,491.88",1.52745,1.49113,3240000000.0,3.81%,46.43501417404004,0.3259588038962642,1.530417,1.5117015999999999,996.0466233999999,1.5213859409149757,25.791758257345386,-0.019156974749554134,-0.020088887931353095,0.0009319131817989608,1.5800337725293947,1.530417,1.4808002274706051,0.03339214285714281,20.770497764658092,54.32843483283071,45.13145963066562,-42.568119940880464,-36.40685127895579,221640000000.0,False,False,True,False,False,Bear,0.0018462142786999092
2021-03-02,1.52882,"1,526.36",1.53746,1.51851,4700000000.0,0.09%,46.04335222602001,0.316515706106196,1.5312865,1.5145894000000002,500.0892675,1.5220939465421208,24.840270482547528,-0.016881503217306415,-0.01944741098854376,0.002565907771237344,1.5801053664712545,1.5312865,1.4824676335287454,0.033298571428571386,21.931442790338547,60.17203655240469,44.33870670425774,-10.695280478694679,-35.37312306647553,226340000000.0,False,False,False,False,False,Bear,0.013297837547912694
2021-03-03,1.53105,"1,538.80",1.55396,1.52654,4179999999.9999995,0.15%,46.86421670117323,0.33630701733888274,1.5311615,1.5171109999999999,1.25692275,1.5229469040142998,23.926183404800568,-0.014728452834863903,-0.01850361935780779,0.003775166522943886,1.5799687647458187,1.5311615,1.4823542352541814,0.03422785714285711,24.491329117886483,58.70531521943279,43.37438596422588,12.081797731458419,-33.69048517316839,230520000000.0,False,False,False,True,False,Bear,0.02213513601776551
2021-03-04,1.53804,"1,527.07",1.54265,1.5232,3300000000.0,0.46%,49.913674033149185,0.40983043195208047,1.5313184999999998,1.5195186,1.2595138,1.5243843417272236,23.048216996769174,-0.012316137545658412,-0.017266122995377914,0.004949985449719502,1.5801965492908951,1.5313184999999998,1.4824404507091045,0.03404785714285712,24.620806847504607,56.160446430444495,42.05028043104053,5.395513487932392,-28.416207651097874,233820000000.0,False,False,False,True,False,Bear,0.011995786845595546
2021-03-05,1.54198,"1,534.40",1.54608,1.52847,3400000000.0,0.26%,45.15290447605993,0.29504671933756255,1.532059,1.5218382,1.2621158,1.5260601187055833,22.20483515375862,-0.009971490096330138,-0.01580719641556836,0.005835706319238222,1.5811208155982548,1.532059,1.4829971844017453,0.033349285714285686,22.200089956949153,54.04056630041333,41.47391093547477,16.32375796085848,-25.443295857541827,237220000000.0,False,False,False,True,False,Bear,0.009993644534948665
2021-03-08,1.53027,"1,549.62",1.55381,1.52658,3560000000.0,-0.76%,46.91812779333038,0.337606831420345,1.531827,1.5239230000000001,1.2646347,1.526461059781242,21.39406789282691,-0.008955011438351423,-0.014436759420124973,0.00548174798177355,1.5808759318551384,1.531827,1.4827780681448617,0.031464285714285674,23.044267877412008,51.96367763904652,41.25252087152908,10.318453871062463,-31.238651614431145,233660000000.0,False,False,False,True,False,Bear,0.016467682173733955
